name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"33.9804357,74.9374944",28/06/02,28.1,20.4,24.3,28.6,20.4,24.5,17,66.2,0,0,0,,0,0,,1.8,230,,80,4,,,,,2002-06-28T05:21:20,2002-06-28T19:45:24,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",29/06/02,26.2,18.9,22.6,26.2,18.9,22.6,16.7,69.8,0,0,0,,0,0,,3.6,140,,46.7,4,,,,,2002-06-29T05:21:42,2002-06-29T19:45:26,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",30/06/02,,,,,,,,,,,0,,,,,0,,,,,,,,,2002-06-30T05:22:05,2002-06-30T19:45:26,0.67,,,,
"33.9804357,74.9374944",01/07/02,18.4,18.4,18.4,18.4,18.4,18.4,17.2,92.7,0,0,0,,0,0,,0,,,10,4,,,,,2002-07-01T05:22:30,2002-07-01T19:45:24,0.7,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",02/07/02,31.9,19.4,27.1,32.5,19.4,27.6,17.8,58.6,0,0,0,,0,0,,3.6,38.7,,20,4,,,,,2002-07-02T05:22:55,2002-07-02T19:45:21,0.75,Clear,Partly cloudy throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",03/07/02,32.1,19.7,25.4,31.5,19.7,25.4,16.1,58.5,0,0,0,,0,0,,3.6,37.7,,22.9,4,,,,,2002-07-03T05:23:21,2002-07-03T19:45:16,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",04/07/02,27.2,18.7,23,27.7,18.7,23.1,16,65.9,0,0,0,,0,0,,9.4,50,,55.7,3.7,,,,,2002-07-04T05:23:49,2002-07-04T19:45:10,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",05/07/02,27.9,16.7,21.5,27.9,16.7,21.5,15.8,72.2,0,0,0,,0,0,,1.8,95,,50,4,,,,,2002-07-05T05:24:17,2002-07-05T19:45:02,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",06/07/02,28.4,18.1,23.8,28.8,18.1,23.9,14.3,56.3,0,0,0,,0,0,,3.6,5,,42,4,,,,,2002-07-06T05:24:46,2002-07-06T19:44:53,0.87,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",07/07/02,29.1,21.7,24.3,28.3,21.7,24.2,13,50.3,0,0,0,,0,0,,3.6,283.1,,44,4,,,,,2002-07-07T05:25:17,2002-07-07T19:44:41,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",08/07/02,29.1,17.4,23,29.3,17.4,22.9,14.5,60.6,0,0,0,,0,0,,1.8,196.3,,18.3,4,,,,,2002-07-08T05:25:48,2002-07-08T19:44:29,0.93,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",09/07/02,27.7,16.2,22.4,27.7,16.2,22.4,13.8,60.6,0,0,0,,0,0,,3.6,50,,16.7,4,,,,,2002-07-09T05:26:20,2002-07-09T19:44:14,0.96,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",10/07/02,24.2,22.2,23.2,24.2,22.2,23.2,14.4,57.7,0,0,0,,0,0,,7.6,320,,70,4,,,,,2002-07-10T05:26:53,2002-07-10T19:43:58,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",11/07/02,26.2,15.4,20.8,26.2,15.4,20.8,13.9,67.8,0,0,0,,0,0,,3.6,140,,35,4,,,,,2002-07-11T05:27:26,2002-07-11T19:43:40,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",12/07/02,30.2,15.4,22.5,29.7,15.4,22.3,13.5,60.3,0,0,0,,0,0,,3.6,203.4,,3.3,4,,,,,2002-07-12T05:28:01,2002-07-12T19:43:21,0.07,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",13/07/02,28.6,19.7,23.5,28.9,19.7,23.6,15.2,60.8,0,0,0,,0,0,,1.8,213.8,,66.7,4,,,,,2002-07-13T05:28:36,2002-07-13T19:43:00,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",14/07/02,31.1,31.1,31.1,31.1,31.1,31.1,16.2,40.7,0,0,0,,0,0,,1.8,140,,50,4,,,,,2002-07-14T05:29:12,2002-07-14T19:42:37,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",15/07/02,30.1,18.1,23.9,29.2,18.1,23.7,14.9,60.2,0,0,0,,0,0,,1.8,230,,54,4,,,,,2002-07-15T05:29:48,2002-07-15T19:42:13,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",16/07/02,30.6,18.1,25,32.4,18.1,25.5,16.2,59.9,0,0,0,,0,0,,1.8,180,,22.5,4,,,,,2002-07-16T05:30:25,2002-07-16T19:41:47,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",17/07/02,30.1,23.7,27.1,31.6,23.7,27.6,17.9,57.9,0,0,0,,0,0,,5.4,346.6,,77.5,3.5,,,,,2002-07-17T05:31:03,2002-07-17T19:41:20,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",18/07/02,30.6,18.4,24.9,30.7,18.4,25,17.2,64.9,0,0,0,,0,0,,3.6,230,,31.7,4,,,,,2002-07-18T05:31:41,2002-07-18T19:40:51,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",19/07/02,30.4,20.4,26,31.3,20.4,26.2,17.8,63,0,0,0,,0,0,,1.8,202.4,,50,4,,,,,2002-07-19T05:32:20,2002-07-19T19:40:20,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",20/07/02,28.4,18.4,22.2,28.8,18.4,22.3,17.5,76.5,0,0,0,,0,0,,3.6,230,,55,4,,,,,2002-07-20T05:32:59,2002-07-20T19:39:48,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",21/07/02,26.4,18.4,22.3,26.4,18.4,22.3,17.7,75.9,0,0,0,,0,0,,3.6,50,,98.3,4,,,,,2002-07-21T05:33:39,2002-07-21T19:39:14,0.39,Overcast,Cloudy skies throughout the day.,cloudy,42027099999
"33.9804357,74.9374944",22/07/02,24.1,19.4,21.2,24.1,19.4,21.2,16.8,76.6,0,0,0,,0,0,,3.6,113.4,,86.7,4,,,,,2002-07-22T05:34:19,2002-07-22T19:38:39,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",23/07/02,26.9,17.4,21.7,27.2,17.4,21.8,15.1,68.3,0,0,0,,0,0,,1.8,185,,66.7,3.7,,,,,2002-07-23T05:35:00,2002-07-23T19:38:02,0.46,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",24/07/02,29.1,16.1,22.1,30,16.1,22.4,15.7,68.9,0,0,0,,0,0,,3.6,203.4,,33.3,4,,,,,2002-07-24T05:35:41,2002-07-24T19:37:24,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",25/07/02,28.9,14.7,21.9,28.2,14.7,21.8,14.4,60.9,0,0,0,,0,0,,5.4,163.2,,61.7,4,,,,,2002-07-25T05:36:22,2002-07-25T19:36:44,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",26/07/02,29.1,15.7,23.2,29.2,15.7,23.2,15.3,63,0,0,0,,0,0,,1.8,185,,32.9,4,,,,,2002-07-26T05:37:03,2002-07-26T19:36:03,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",27/07/02,29.2,18.2,23.6,28.9,18.2,23.6,16.6,67.3,0,0,0,,0,0,,1.8,180,,78,4,,,,,2002-07-27T05:37:45,2002-07-27T19:35:20,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",28/07/02,28.1,16.7,23.3,28.3,16.7,23.3,16.4,67,0,0,0,,0,0,,3.6,230,,66,4,,,,,2002-07-28T05:38:27,2002-07-28T19:34:36,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",29/07/02,30.1,18.1,23,29.7,18.1,22.9,14.5,60.6,0,0,0,,0,0,,1.8,243.1,,52.9,4,,,,,2002-07-29T05:39:10,2002-07-29T19:33:50,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",30/07/02,25.2,14.7,19.6,25.2,14.7,19.6,15.6,78.7,0,0,0,,0,0,,1.8,320,,56,4,,,,,2002-07-30T05:39:52,2002-07-30T19:33:03,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",31/07/02,28.2,16.9,22.4,28.2,16.9,22.4,15.4,66.4,0,0,0,,0,0,,3.6,211.6,,34.3,4,,,,,2002-07-31T05:40:35,2002-07-31T19:32:15,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",01/08/02,28.9,16.4,22.4,29.1,16.4,22.4,14.7,64.2,0,0,0,,0,0,,1.8,320,,56,4,,,,,2002-08-01T05:41:18,2002-08-01T19:31:25,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",02/08/02,31.9,15.2,25.6,31.6,15.2,25.5,15,55.8,0,0,0,,0,0,,1.8,185,,8,4,,,,,2002-08-02T05:42:00,2002-08-02T19:30:34,0.79,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",03/08/02,32.6,18.7,26.7,33.2,18.7,27.2,17.3,58.3,0,0,0,,0,0,,3.6,25,,46.7,4,,,,,2002-08-03T05:42:44,2002-08-03T19:29:42,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",04/08/02,31.1,22.7,26.4,31.5,22.7,26.5,17.8,61.5,0,0,0,,0,0,,3.6,203.4,,60,3.7,,,,,2002-08-04T05:43:27,2002-08-04T19:28:48,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",05/08/02,31.6,20.1,25.6,31.5,20.1,25.5,17,62.5,0,0,0,,0,0,,1.8,203.4,,36,4,,,,,2002-08-05T05:44:10,2002-08-05T19:27:53,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",06/08/02,30.4,20.4,24.2,30.9,20.4,24.3,17.7,68.4,0,0,0,,0,0,,1.8,218.6,,72,4,,,,,2002-08-06T05:44:53,2002-08-06T19:26:57,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",07/08/02,29.1,19.7,24,29.6,19.7,24.1,18.1,71.7,0,0,0,,0,0,,1.8,180,,60,4,,,,,2002-08-07T05:45:37,2002-08-07T19:26:00,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",08/08/02,32.6,19.9,26.4,34.7,19.9,27,18.3,63.4,0,0,0,,0,0,,3.6,185,,33.8,3.8,,,,,2002-08-08T05:46:20,2002-08-08T19:25:01,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",09/08/02,29.1,22.1,24.5,30.7,22.1,24.9,19.6,75.2,0,0,0,,0,0,,3.6,158.2,,65,4,,,,,2002-08-09T05:47:03,2002-08-09T19:24:02,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",10/08/02,31.2,24.2,28.8,32.9,24.2,29.7,19.1,57.3,0,0,0,,0,0,,1.8,293.4,,36.7,4,,,,,2002-08-10T05:47:47,2002-08-10T19:23:01,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",11/08/02,33.6,25.4,29.5,34.8,25.4,30.1,19.2,56.1,0,0,0,,0,0,,3.6,230,,40,4,,,,,2002-08-11T05:48:30,2002-08-11T19:21:59,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",12/08/02,24.4,20.9,22.6,24.4,20.9,22.6,19.8,84.3,0,0,0,,0,0,,3.6,185,,98.3,3.7,,,,,2002-08-12T05:49:13,2002-08-12T19:20:56,0.12,Overcast,Cloudy skies throughout the day.,cloudy,42027099999
"33.9804357,74.9374944",13/08/02,20.4,19.1,19.7,20.4,19.1,19.7,18.6,93.3,0,0,0,,0,0,,1.8,230,,97.5,3.3,,,,,2002-08-13T05:49:57,2002-08-13T19:19:51,0.16,Overcast,Cloudy skies throughout the day.,cloudy,42027099999
"33.9804357,74.9374944",14/08/02,21.2,15.4,19.2,21.2,15.4,19.2,17.8,91.7,0,0,0,,0,0,,1.8,50,,93.3,3.7,,,,,2002-08-14T05:50:40,2002-08-14T19:18:46,0.19,Overcast,Cloudy skies throughout the day.,cloudy,42027099999
"33.9804357,74.9374944",15/08/02,27.9,14.7,21.5,31.2,14.7,22,17,77,0,0,0,,0,0,,3.6,40.2,1001.8,78,3.8,,,,,2002-08-15T05:51:23,2002-08-15T19:17:40,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,20,42,09,99,99,42,02,00,00,000"
"33.9804357,74.9374944",16/08/02,27.7,16.2,22.2,28.3,16.2,22.3,16.1,70.6,0,0,0,,0,0,,1.8,61.3,,38.3,3.7,,,,,2002-08-16T05:52:06,2002-08-16T19:16:33,0.26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",17/08/02,29.2,16.4,22.4,28.9,16.4,22.5,16.8,72.9,0,0,0,,0,0,,1.8,140,,21.3,4,,,,,2002-08-17T05:52:49,2002-08-17T19:15:25,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",18/08/02,30.1,18.1,23.7,30.7,18.1,24,16.6,66.3,0,0,0,,0,0,,18.4,99.9,,26.7,4,,,,,2002-08-18T05:53:32,2002-08-18T19:14:16,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",19/08/02,29.6,17.1,23.6,29.7,17.1,23.6,15.4,62.5,0,0,0,,0,0,,1.8,169.4,,18.6,4,,,,,2002-08-19T05:54:15,2002-08-19T19:13:06,0.37,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",20/08/02,29.4,15.9,21.9,31.9,15.9,22.5,16.9,74.7,0,0,0,,0,0,,1.8,23.4,,18.6,4,,,,,2002-08-20T05:54:58,2002-08-20T19:11:55,0.41,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",21/08/02,29.6,17.7,23.2,30,17.7,23.4,17.1,70.7,0,0,0,,0,0,,3.6,203.4,,52.9,4,,,,,2002-08-21T05:55:40,2002-08-21T19:10:43,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",22/08/02,29.4,20.1,23.6,32.4,20.1,24.2,19.2,77,0,0,0,,0,0,,1.8,198.4,,55,10.8,,,,,2002-08-22T05:56:23,2002-08-22T19:09:31,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",23/08/02,28.6,18.7,23.6,29.5,18.7,23.8,17.9,72.4,0,0,0,,0,0,,1.8,213.8,,33.8,4,,,,,2002-08-23T05:57:05,2002-08-23T19:08:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",24/08/02,27.7,20.7,24,28.6,20.7,24.3,18.8,73.6,0,0,0,,0,0,,3.6,203.4,,71.3,3.8,,,,,2002-08-24T05:57:48,2002-08-24T19:07:04,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",25/08/02,28.6,21.1,23.6,29.9,21.1,23.8,19.3,77.5,0,0,0,,0,0,,5.4,92.9,,77.1,3.1,,,,,2002-08-25T05:58:30,2002-08-25T19:05:49,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",26/08/02,26.1,20.1,23,26.1,20.1,23,18.6,77.5,0,0,0,,0,0,,1.8,203.9,,88.3,3.7,,,,,2002-08-26T05:59:12,2002-08-26T19:04:33,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",27/08/02,29.7,18.7,24,30.4,18.7,24.5,18.4,72.9,0,0,0,,0,0,,3.6,196.3,,36.3,4,,,,,2002-08-27T05:59:54,2002-08-27T19:03:17,0.64,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",28/08/02,30.9,19.4,24.9,31.8,19.4,25.2,17.8,67,0,0,0,,0,0,,3.6,50,,40,4,,,,,2002-08-28T06:00:36,2002-08-28T19:02:00,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",29/08/02,30.9,19.1,24.7,31.3,19.1,24.9,17.6,66.9,0,0,0,,0,0,,5.4,161.8,,50,3.7,,,,,2002-08-29T06:01:18,2002-08-29T19:00:43,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",30/08/02,25.4,18.4,20.6,25.4,18.4,20.6,17.6,83.9,0,0,0,,0,0,,5.4,211.6,,83.8,3.8,,,,,2002-08-30T06:02:00,2002-08-30T18:59:25,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",31/08/02,25.1,18.1,21.3,25.1,18.1,21.3,17.5,79.7,0,0,0,,0,0,,1.8,213.2,,78.3,3.7,,,,,2002-08-31T06:02:42,2002-08-31T18:58:06,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",01/09/02,19.1,16.1,17.7,19.1,16.1,17.7,16.4,92.2,0,0,0,,0,0,,3.6,230,,62.5,3,,,,,2002-09-01T06:03:23,2002-09-01T18:56:47,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",02/09/02,20.9,16.2,18.1,20.9,16.2,18.1,16.4,90.1,0,0,0,,0,0,,1.8,230,,75.7,4,,,,,2002-09-02T06:04:05,2002-09-02T18:55:28,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",03/09/02,27.1,15.7,20.4,27.5,15.7,20.5,16,78.1,0,0,0,,0,0,,1.8,160,,32.5,4,,,,,2002-09-03T06:04:46,2002-09-03T18:54:08,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",04/09/02,16.2,12.4,14.2,16.2,12.4,14.2,12.1,87.2,0,0,0,,0,0,,5.4,76.6,,85.7,3.7,,,,,2002-09-04T06:05:28,2002-09-04T18:52:47,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",05/09/02,22.7,12.1,17,22.7,12.1,17,11.7,73.9,0,0,0,,0,0,,3.6,250,,56.7,4,,,,,2002-09-05T06:06:09,2002-09-05T18:51:26,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",06/09/02,23.1,11.7,16.6,23.1,11.7,16.6,12.3,77.8,0,0,0,,0,0,,1.8,218.6,,14,4,,,,,2002-09-06T06:06:50,2002-09-06T18:50:05,0.97,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",07/09/02,27.1,16.1,21.7,27,16.1,21.7,13.3,60.6,0,0,0,,0,0,,1.8,113.4,,16,3.6,,,,,2002-09-07T06:07:32,2002-09-07T18:48:43,0,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",08/09/02,26.2,14.7,19.3,26.2,14.7,19.3,12.9,68.6,0,0,0,,0,0,,5.4,224.3,,56.3,4,,,,,2002-09-08T06:08:13,2002-09-08T18:47:21,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",09/09/02,24.9,12.2,17.6,24.9,12.2,17.6,12,71.4,0,0,0,,0,0,,3.6,180,,53.8,4,,,,,2002-09-09T06:08:54,2002-09-09T18:45:58,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",10/09/02,24.9,11.4,17.4,24.9,11.4,17.4,11.4,70,0,0,0,,0,0,,3.6,76.6,,28.8,4,,,,,2002-09-10T06:09:35,2002-09-10T18:44:35,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",11/09/02,26.2,11.4,17.7,26.2,11.4,17.7,10.9,67.9,0,0,0,,0,0,,5.4,230,,26.3,4,,,,,2002-09-11T06:10:16,2002-09-11T18:43:12,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",12/09/02,24.9,12.2,17.6,24.9,12.2,17.6,12.6,74.3,0,0,0,,0,0,,3.6,320,,21.3,4,,,,,2002-09-12T06:10:58,2002-09-12T18:41:49,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",13/09/02,20.7,14.9,17.1,20.7,14.9,17.1,13.9,82,0,0,0,,0,0,,5.4,148.6,,74.3,2.6,,,,,2002-09-13T06:11:39,2002-09-13T18:40:26,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",14/09/02,19.1,15.1,17.2,19.1,15.1,17.2,15,87,0,0,0,,0,0,,1.8,295,,98.3,3,,,,,2002-09-14T06:12:20,2002-09-14T18:39:02,0.25,Overcast,Cloudy skies throughout the day.,cloudy,42027099999
"33.9804357,74.9374944",15/09/02,25.4,16.2,20.6,25.4,16.2,20.6,15.9,76.4,0,0,0,,0,0,,1.8,272.9,,48.3,3.7,,,,,2002-09-15T06:13:01,2002-09-15T18:37:38,0.28,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",16/09/02,27.7,15.2,21.1,27.9,15.2,21.1,14.5,68.4,0,0,0,,0,0,,3.6,203.4,,52.5,4,,,,,2002-09-16T06:13:42,2002-09-16T18:36:14,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",17/09/02,22.2,14.7,17.7,22.2,14.7,17.7,12.2,71,0,0,0,,0,0,,3.6,126,,87.5,3.3,,,,,2002-09-17T06:14:24,2002-09-17T18:34:50,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",18/09/02,22.2,12.1,15.9,22.2,12.1,15.9,11.3,75.4,0,0,0,,0,0,,3.6,192.8,,67.1,3.4,,,,,2002-09-18T06:15:05,2002-09-18T18:33:26,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",19/09/02,24.2,12.9,17.8,24.2,12.9,17.8,10.8,66.2,0,0,0,,0,0,,1.8,185,,22.9,4,,,,,2002-09-19T06:15:47,2002-09-19T18:32:02,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",20/09/02,24.1,11.2,17.4,24.1,11.2,17.4,10.3,65.4,0,0,0,,0,0,,1.8,205,,20,4,,,,,2002-09-20T06:16:28,2002-09-20T18:30:38,0.45,Clear,Partly cloudy throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",21/09/02,26.2,9.9,16.4,26.2,9.9,16.4,10.4,71.2,0,0,0,,0,0,,3.6,273.7,,8.6,4,,,,,2002-09-21T06:17:10,2002-09-21T18:29:14,0.5,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",22/09/02,23.1,10.4,16.8,23.1,10.4,16.8,11.4,72.3,0,0,0,,0,0,,3.6,182.9,,18,4,,,,,2002-09-22T06:17:52,2002-09-22T18:27:50,0.52,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",23/09/02,27.2,14.4,22.1,27,14.4,22.1,11.9,53.9,0,0,0,,0,0,,1.8,50,,24,3.6,,,,,2002-09-23T06:18:34,2002-09-23T18:26:26,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",24/09/02,25.1,13.7,18.8,25.1,13.7,18.8,11.2,63.2,0,0,0,,0,0,,1.8,5,,78.6,4,,,,,2002-09-24T06:19:16,2002-09-24T18:25:02,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",25/09/02,22.1,11.7,15.7,22.1,11.7,15.7,10,70.2,0,0,0,,0,0,,1.8,185,,68.6,4,,,,,2002-09-25T06:19:58,2002-09-25T18:23:38,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",26/09/02,23.4,10.1,16,23.4,10.1,16,9.6,68.8,0,0,0,,0,0,,76,11.1,,32.9,4,,,,,2002-09-26T06:20:40,2002-09-26T18:22:14,0.66,Partially cloudy,Partly cloudy throughout the day.,wind,42027099999
"33.9804357,74.9374944",27/09/02,21.4,10.1,15.1,21.4,10.1,15.1,9.6,71.7,0,0,0,,0,0,,1.8,95,,43.8,4,,,,,2002-09-27T06:21:23,2002-09-27T18:20:51,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",28/09/02,23.1,8.2,15.8,23.1,8.2,15.8,7.4,60.9,0,0,0,,0,0,,1.8,180,,22.9,4,,,,,2002-09-28T06:22:05,2002-09-28T18:19:27,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",29/09/02,22.2,7.9,14.4,22.2,7.9,14.4,7.5,65.8,0,0,0,,0,0,,3.6,320,,37.5,4,,,,,2002-09-29T06:22:48,2002-09-29T18:18:04,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",30/09/02,23.9,7.1,15.2,23.9,7.1,15.2,8.5,68,0,0,0,,0,0,,1.8,218.7,,12.5,4,,,,,2002-09-30T06:23:31,2002-09-30T18:16:42,0.79,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",01/10/02,24.1,8.1,15.9,24.1,8.1,15.9,7.9,63.8,0,0,0,,0,0,,1.8,50,,13.3,4,,,,,2002-10-01T06:24:14,2002-10-01T18:15:19,0.83,Clear,Clear conditions throughout the day.,clear-day,42027099999
